id,id_setor,id_doc
15295,0,11998
15298,0,11999
15299,0,12001
15304,0,12002
15307,0,12003
15311,0,12005
15314,0,12006
15320,0,12023
15323,42,11968
15324,40,12028
15326,40,12029
15334,0,12037
15335,40,12023
15336,0,12042
15356,0,12061
15359,26,12064
15361,11,12028
15362,11,11796
15363,11,12029
15366,40,12071
15370,0,12072
15373,0,12073
15375,4,12076
15378,46,12077
15383,11,12078
15387,4,12083
15409,40,12097
15414,38,12102
15423,0,12111
15424,49,12118
15428,49,12120
15437,11,12124
15438,0,12128
15443,0,12130
15455,19,12145
15458,0,12146
15464,0,12149
15467,0,12151
15468,13,12151
15472,12,12146
15473,11,12146
15474,13,12146
15478,0,12166
15481,40,12169
15486,12,12173
15490,11,12163
15492,45,12178
15496,0,12179
15499,0,12180
15502,0,12181
15505,0,12182
15508,0,12183
15511,0,12184
15514,0,12185
15517,0,12186
15518,49,12188
15522,13,12190
15525,0,12192
15526,0,12200
15529,11,12192
15531,12,11993
15532,0,12203
15551,4,12213
15556,0,12216
15557,11,12216
15564,11,12225
15568,11,12229
15569,45,12236
15574,0,12240
15580,0,12242
15582,45,12245
15585,0,12248
15591,46,12250
15592,11,12249
15597,0,12258
15604,0,12263
15607,0,12264
15610,0,12265
15611,0,12271
15614,0,12274
15617,38,12275
15619,38,12277
15625,4,12285
15629,11,12284
15640,40,12301
15648,0,12309
15649,0,12310
15660,12,12316
15661,8,12322
15665,11,12301
15666,11,12071
15667,11,12097
15668,0,12325
15670,40,12326
15674,0,12327
15675,0,12328
15679,0,12332
15682,0,12333
15684,0,12334
15695,0,12338
15698,0,12339
15701,0,12340
15704,0,12343
15707,0,12346
15710,0,12347
15711,6,12349
15716,40,12329
15717,10,12357
15721,0,12359
15724,0,12360
15727,0,12362
15730,0,12367
15731,24,12371
15741,40,12367
15748,0,12379
15754,0,12382
15760,21,12387
15763,21,12388
15766,21,12389
15771,0,12390
15772,0,12391
15781,11,12386
15786,45,12403
15792,0,12406
15795,0,12407
15798,0,12408
15804,11,12409
15807,0,12414
15811,11,12417
15814,0,12423
15817,31,12424
15818,11,12424
15819,0,12425
15824,0,12431
15826,26,12435
15831,0,12440
15832,46,12445
15834,21,12451
15835,0,12452
15840,46,12456
15846,0,12461
15849,8,12391
15850,0,12465
15856,0,12467
15860,0,12469
15862,11,12460
15867,0,12476
15870,0,12477
15874,11,12482
15876,11,12484
15879,12,12142
15880,40,12488
15882,11,12488
15886,11,12491
15890,0,12493
15894,13,12498
15896,38,12501
15901,12,12502
15902,46,12504
15904,46,12505
15912,0,12509
15916,26,12513
15919,12,12514
15923,22,12521
15925,12,12521
15926,26,12521
15927,11,12522
15931,0,12526
15939,0,12528
15942,0,12529
15944,22,12535
15947,0,12535
15952,0,12540
15955,0,12543
15958,0,12544
15961,0,12546
15967,0,12552
15971,0,12554
15976,0,12555
15979,0,12556
15982,0,12557
15985,0,12558
15987,12,12559
15988,0,12559
15989,11,12552
16000,0,12566
16003,0,12567
16006,0,12568
16015,38,12578
16020,0,12584
16023,0,12585
16026,0,12586
16029,0,12588
16032,0,12589
16035,40,12590
16039,0,12597
16041,4,12598
16044,0,12599
16052,11,12601
16053,11,12602
16058,0,12615
16059,0,12616
16062,38,12617
16066,0,12621
16069,0,12622
16072,0,12624
16073,45,12626
16075,0,12627
16077,49,12634
16078,28,12637
16079,4,12637
16080,11,12637
16081,0,12638
16083,40,12654
16095,13,12659
16099,0,12663
16101,12,12665
16117,4,12674
16122,12,12679
16124,12,12680
16125,41,12681
16139,0,12692
16142,0,12693
16143,13,12683
16150,12,12699
16151,0,12699
16154,12,12700
16155,0,12700
16158,0,12702
16161,4,12706
16163,2,12706
16167,12,12710
16171,11,12711
16172,22,12712
16175,28,12715
16176,13,12713
16180,13,12705
16181,31,12727
16182,11,12727
16183,31,12728
16184,11,12728
16189,11,12734
16192,0,12738
16196,0,12740
16201,49,12747
16204,49,12749
16207,0,12751
16210,40,12751
16213,0,12754
16216,0,12755
16218,0,12759
16222,31,12761
16223,11,12761
16224,49,12763
16225,11,12765
16227,11,12759
16235,26,12777
16238,32,12778
16239,11,12778
16241,4,12783
16243,2,12783
16248,0,12784
16251,11,12785
16258,0,12788
16269,12,12796
16271,12,12795
16274,0,12801
16277,0,12803
16281,0,12808
16282,40,12809
16287,12,12789
16289,4,12816
16290,4,12818
16296,4,12820
16301,12,12822
16305,25,12826
16309,0,12828
16311,12,12824
16312,28,12835
16313,4,12837
16318,12,12838
16319,21,12838
16320,0,12838
16323,12,12844
16324,0,12848
16328,4,12851
16332,12,12853
16333,0,12853
16337,0,12860
16339,12,12861
16341,12,12862
16343,4,12864
16346,11,12866
16349,0,12867
16350,0,12868
16353,0,12869
16361,40,12876
16363,40,12877
16366,4,12879
16371,0,12883
16375,0,12888
16376,13,12873
16383,11,12893
16386,0,12898
16390,0,12901
16394,0,12910
16399,0,12915
16401,49,12920
16410,0,12932
16411,57,12935
16414,0,12935
16416,26,12937
16418,0,12938
16422,11,12939
16425,0,12942
16428,26,12943
16429,4,12944
16432,0,12945
16435,26,12946
16437,0,12947
16440,0,12949
16443,0,12950
16446,4,12951
16449,0,12952
16452,0,12953
16455,0,12954
16458,0,12955
16461,0,12956
16467,11,12959
16471,0,12965
16473,20,12966
16486,0,12976
16489,0,12977
16492,0,12978
16495,0,12979
16496,4,12982
16503,12,12965
16511,9,12996
16526,13,12964
16527,11,12998
16528,49,13010
16529,36,13012
16531,40,12869
16534,12,13017
16542,0,13025
16547,21,13036
16550,22,13041
16553,0,13041
16554,21,13043
16559,0,13044
16562,4,13060
16564,2,13060
16565,12,13041
16580,8,13070
16582,0,13074
16586,0,13077
16600,12,13084
16605,12,13085
16608,0,13088
16609,0,13093
16615,12,12898
16618,0,13101
16626,0,13109
16629,0,13112
16630,0,13113
16634,45,13119
16635,11,13119
16636,21,13121
16640,0,13122
16643,12,13093
16644,13,13093
16646,11,13093
16655,4,13132
16657,2,13132
16663,12,13141
16664,28,13145
16665,22,13146
16666,30,13146
16668,0,13146
16674,0,13149
16675,0,13150
16680,0,13151
16683,0,13152
16685,13,13147
16693,12,13160
16697,11,13156
16700,12,13163
16701,23,13164
16704,11,13161
16706,4,13167
16708,2,13167
16711,0,13168
16714,0,13169
16716,12,13170
16719,12,13171
16724,12,13175
16727,4,13178
16734,12,13181
16740,11,13186
16751,12,13190
16758,12,13206
16760,0,13208
16763,28,13215
16768,0,13218
16773,0,13221
16776,0,13222
16779,0,13225
16782,0,13231
16786,0,13237
16790,9,13240
16791,0,13242
16800,21,13250
16805,0,13254
16809,0,13263
16820,20,13279
16824,30,13263
16828,0,13285
16832,4,13288
16833,12,13288
16859,31,13300
16860,11,13300
16861,0,13301
16924,0,13332
16931,13,13347
16932,31,13350
16933,11,13350
16937,40,13358
16942,0,13360
16946,50,13365
16957,0,13369
16960,0,13370
16981,11,13419
16994,28,13429
17032,0,13448
17043,0,13456
17049,0,13461
17056,0,13464
17057,0,13465
17068,12,13468
17080,0,13482
17082,22,13483
17085,0,13483
17106,0,13501
17109,0,13502
17123,45,13564
17124,11,13564
17125,45,13565
17126,11,13565
17128,11,13566
17130,11,13567
17132,11,13568
17133,20,13577
17134,0,13578
17138,0,13579
17159,0,13592
17162,0,13593
17167,0,13595
17169,11,13596
17170,11,13594
17173,0,13599
17191,12,13624
17193,46,13625
17198,12,13628
17201,12,13629
17206,21,13628
17207,21,13629
17208,9,13635
17211,0,13640
17217,0,13644
17221,0,13647
17228,0,13654
17231,0,13659
17234,0,13660
17237,0,13661
17240,0,13662
17243,0,13664
17244,45,13669
17247,45,13670
17250,9,13673
17260,38,13696
17266,0,13707
17271,11,13712
17272,45,13716
17274,0,13718
17277,4,13727
17279,2,13727
17283,46,13732
17285,0,13734
17289,0,13735
17297,4,13744
17298,0,13744
17299,46,13749
17301,46,13750
17305,0,13751
17312,11,13753
17313,11,13752
17317,0,13763
17321,0,13764
17322,0,13766
17324,28,13769
17326,4,13769
17329,0,13770
17332,21,13778
17341,4,13786
17344,40,13770
17354,0,13809
17357,0,13810
17363,0,13813
17369,39,13825
17371,4,13826
17376,0,13829
17379,46,13830
17380,30,13830
17382,21,13830
17385,0,13836
17386,41,13843
17391,28,13851
17393,0,13852
17396,0,13868
17401,0,13883
17406,0,13886
17409,12,13888
17412,0,13900
17416,0,13902
17418,12,13903
17423,0,13909
17431,0,13919
17432,11,13904
17434,8,13904
17440,0,13932
17443,12,13938
17446,12,13943
17449,0,13951
17450,40,13952
17454,0,13955
17458,0,13963
17459,44,13965
17463,0,13969
17466,0,13970
17469,0,13973
17471,4,13974
17477,0,13975
17482,0,13983
17483,0,13984
17486,36,13985
17494,13,13990
17499,38,13995
17503,11,13996
17509,0,14000
17510,0,14001
17516,0,14003
17517,0,14005
17520,28,14008
17521,28,14009
17522,28,14010
17523,28,14011
17524,28,14012
17525,28,14013
17526,28,14014
17527,28,14015
17528,28,14016
17529,28,14017
17530,28,14018
17533,28,14020
17536,40,13983
17538,6,14025
17541,0,14031
17544,0,14033
17552,0,14039
17556,28,14043
17563,0,14051
17568,0,14056
17574,0,14062
17588,0,14078
17589,0,14080
17594,21,14084
17597,0,14086
17600,0,14087
17601,11,14084
17604,25,14091
17605,11,14091
17607,40,14084
17608,23,14093
17612,0,14094
17616,11,14095
17626,14,14108
17629,21,14097
17631,40,14097
17637,0,14116
17645,0,14124
17649,12,14101
17653,0,14131
17654,40,14131
17659,13,14138
17661,46,14144
17665,11,14126
17669,0,14155
17682,0,14170
17688,0,14171
17689,0,14172
17694,11,14173
17697,21,14174
17698,40,14174
17702,0,14182
17705,21,14183
17709,45,14189
17712,45,14192
17718,0,14193
17723,45,14201
17729,0,14204
17732,0,14205
17735,0,14206
17738,0,14207
17741,0,14208
17744,0,14209
17747,0,14211
17750,0,14212
17753,0,14213
17756,0,14214
17759,0,14215
17762,0,14217
17763,0,14218
17772,0,14223
17778,46,14227
17782,0,14228
17785,0,14229
17786,9,14231
17788,13,14231
17798,0,14243
17802,0,14244
17803,11,14238
17804,11,14239
17811,0,14255
17814,0,14256
17817,0,14257
17818,21,14258
17822,12,14173
17834,0,14276
17837,0,14277
17838,0,14278
17843,0,14279
17846,0,14281
17860,11,14298
17864,49,14302
17866,46,14305
17872,0,14310
17875,0,14311
17879,0,14314
17880,49,14319
17882,4,14325
17887,0,14326
17890,0,14327
17891,4,14328
17894,0,14329
17897,32,14329
17902,0,14333
17917,0,14339
17922,11,14341
17943,0,14359
17950,31,14364
17951,11,14364
17957,0,14366
17958,11,14365
17961,0,14368
17962,49,14369
17964,0,14373
17969,12,14378
17970,13,14380
17976,13,14382
17989,0,14395
17990,22,14396
17991,11,14396
17993,0,14396
17997,0,14401
17998,13,14386
18001,0,14403
18002,14,14405
18004,13,14405
18007,0,14408
18008,20,14412
18009,4,14413
18012,40,14415
18015,40,14416
18018,21,14419
18020,12,14419
18022,26,14420
18025,0,14421
18028,0,14426
18072,21,14455
18075,0,14456
18079,12,14457
18080,0,14457
18099,28,14465
18112,0,14470
18120,0,14474
18123,0,14475
18126,0,14476
18129,0,14477
18148,0,14487
18151,0,14488
18160,11,14504
18162,0,14526
18166,0,14527
18169,0,14528
18171,0,14532
18173,4,14536
18179,4,14539
18182,0,14542
18184,40,14543
18195,0,14551
18196,22,14552
18201,0,14553
18203,45,14559
18214,11,14544
18215,0,14578
18218,45,14581
18219,11,14581
18220,45,14582
18221,11,14582
18222,21,14583
18225,0,14592
18228,49,14594
18229,36,14594
18243,8,14601
18248,0,14605
18252,0,14617
18254,0,14618
18256,8,14620
18261,0,14627
18268,40,14636
18271,36,14637
18274,11,14630
18284,0,14655
18285,0,14658
18288,0,14659
18293,0,14664
18296,4,14667
18297,0,14670
18304,0,14673
18313,0,14679
18316,0,14680
18319,0,14682
18322,0,14683
18325,11,14684
18329,0,14692
18331,0,14693
18333,36,14695
18336,0,14700
18339,0,14701
18342,0,14702
18345,0,14703
18348,0,14704
18356,4,14717
18360,41,14719
18363,41,14720
18366,12,14684
18367,41,14722
18370,13,14713
18373,11,14740
18375,40,14746
18389,0,14756
18392,11,14757
18394,31,14759
18402,0,14768
18405,8,14769
18406,12,14769
18407,49,14773
18410,0,14777
18413,0,14779
18426,26,14791
18429,0,14793
18434,0,14797
18445,49,14812
18446,0,14814
18473,0,14838
18476,4,14839
18482,0,14843
18491,0,14878
18494,0,14879
18499,0,14881
18500,0,14882
18503,36,14885
18506,0,14886
18510,11,14891
18520,0,14918
18524,46,14932
18531,0,14938
18536,49,14944
18537,14,14944
18540,0,14947
18544,12,14950
18546,0,14953
18559,0,14961
18564,49,14972
18567,49,14974
18570,0,14975
18572,5,14976
18573,0,14976
18575,0,14978
18583,0,14983
18588,0,14984
18589,0,14985
18592,0,14986
18597,0,14987
18598,0,14988
18608,41,14999
18610,41,15000
18618,0,15005
18619,51,15012
18634,0,15021
18637,45,15022
18643,0,15023
18644,0,15024
18650,0,15030
18658,0,15036
18661,0,15037
18662,49,15039
18664,40,15048
18666,0,15052
18676,28,15061
18678,28,15062
18686,4,15077
18693,0,15081
18694,0,15084
18700,0,15094
18703,0,15095
18707,0,15101
18710,19,15102
18716,0,15105
18719,0,15106
18722,0,15108
18727,0,15117
18729,49,15120
18737,0,15123
18740,38,15125
18742,8,15125
18745,0,15132
18750,0,15141
18755,45,15144
18756,11,15144
18758,0,15146
18767,49,15152
18768,36,15152
18769,49,15153
18771,49,15154
18772,36,15154
18804,0,15167
18807,0,15169
18810,0,15170
18813,0,15174
18814,12,15178
18818,5,15179
18819,0,15179
18820,4,15180
18821,11,15180
18829,0,15188
18832,14,15199
18833,12,15199
18834,13,15199
18838,0,15202
18842,49,15205
18845,13,15204
18846,49,15212
18852,0,15226
18853,6,15228
18856,0,15229
18859,0,15231
18865,21,15229
18877,0,15247
18880,0,15248
18882,13,15250
18883,0,15250
18884,0,15254
18891,0,15259
18902,0,15264
18903,11,15219
18907,49,15273
18911,46,15276
18912,11,15275
18916,11,15279
18917,49,15284
18924,36,15292
18928,20,15296
18932,4,15312
18936,25,15317
18937,21,15317
18941,13,15317
18944,0,15324
18946,5,15325
18947,0,15325
18950,0,15326
18960,0,15331
18972,4,15335
18975,45,15337
18980,46,15341
18981,0,15342
18986,0,15344
18989,0,15346
18992,0,15348
18994,0,15352
18998,13,15353
19002,0,15356
19005,49,15359
19028,0,15373
19038,40,15384
19050,38,15389
19063,0,15393
19068,0,15398
19069,4,15399
19073,37,15398
19077,40,15408
19079,0,15408
19083,40,15413
19091,0,15417
19098,46,15428
19106,0,15430
19107,11,15429
19108,4,15432
19111,0,15433
19114,28,15438
19118,0,15439
19121,0,15440
19122,45,15441
19136,40,15446
19151,11,15454
19167,0,15463
19202,4,15481
19204,11,15481
19210,0,15485
19228,4,15491
19232,4,15493
19235,11,15493
19282,4,15519
19285,11,15519
19286,4,15521
19289,11,15521
19298,0,15533
19302,11,15534
19305,11,15538
19306,0,15539
19311,0,15540
19316,0,15542
19317,6,15543
19321,0,15545
19329,0,15553
19330,26,15554
19332,0,15555
19335,12,15555
19345,0,15565
19349,9,15569
19352,5,15571
19353,0,15571
19356,0,15572
19357,0,15587
19364,11,15591
19365,28,15592
19369,11,15595
19372,11,15596
19375,12,15609
19376,0,15609
19378,4,15611
19380,0,15612
19384,0,15613
19387,0,15614
19391,5,15622
19392,0,15622
19407,0,15628
19410,0,15629
19417,46,15633
19420,0,15635
19425,46,15638
19433,40,15649
19437,0,15653
19440,21,15676
19443,21,15680
19449,0,15682
19452,49,15682
19456,11,15685
19459,0,15686
19464,40,15693
19467,0,15693
19468,6,15694
19476,0,15697
19479,0,15698
19486,0,15700
19487,0,15701
19497,0,15708
19501,0,15710
19514,0,15715
19515,0,15716
19524,0,15718
19527,4,15696
19528,40,15722
19536,0,15725
19552,0,15736
19561,0,15740
19564,0,15741
19567,0,15742
19568,6,15743
19570,22,15744
19571,12,15744
19572,22,15745
19573,12,15745
19574,22,15746
19575,12,15746
19576,22,15747
19577,12,15747
19578,45,15748
19579,11,15748
19582,0,15749
19585,0,15750
19589,8,15768
19591,20,15768
19594,31,15770
19598,12,15771
19602,0,15772
19605,21,15777
19609,0,15783
19613,11,15784
19623,0,15790
19626,0,15791
19629,0,15792
19632,0,15798
19633,21,15799
19636,21,15800
19641,0,15801
19644,0,15802
19648,21,15804
19659,0,15811
19662,0,15812
19665,0,15813
19668,0,15814
19672,0,15818
19675,0,15820
19678,0,15821
19683,0,15822
19684,11,15649
19685,49,15827
19687,0,15828
19692,0,15830
19695,0,15834
19698,0,15835
19701,0,15836
19704,0,15837
19711,12,15830
19714,46,15845
19715,0,15850
19722,0,15857
19725,0,15858
19728,0,15859
19731,0,15860
19734,13,15861
19737,45,15865
19739,11,15865
19754,41,15882
19767,12,15889
19779,0,15897
19780,40,15898
19789,5,15910
19793,11,15911
19806,21,15911
19812,21,15925
19832,46,15941
19850,40,15959
19856,0,15963
19862,21,15970
19864,12,15970
19873,0,15976
19883,11,15988
19905,0,16010
19910,0,16011
19913,0,16012
19916,0,16013
19918,6,16017
19922,40,16024
19925,0,16024
19931,11,16028
19934,12,16029
19935,0,16029
19940,45,16032
19944,45,16033
19949,40,16035
19958,45,16040
19961,11,16040
19965,0,16045
19971,40,16047
19974,21,16052
19979,0,16053
19980,21,16054
19985,0,16055
19990,45,16058
19999,0,16064
20003,0,16065
20004,31,16069
20005,11,16069
20014,40,16076
20022,0,16087
20032,0,16095
20033,0,16099
20040,0,16102
20041,40,15850
20044,0,16104
20048,0,16105
20053,0,16111
20056,0,16112
20059,0,16113
20063,45,16124
20065,22,16128
20068,0,16128
20069,0,16129
20074,0,16130
20075,0,16131
20078,0,16136
20084,0,16140
20089,0,16142
20090,0,16143
20093,0,16144
20102,0,16150
20107,49,16153
20110,13,16131
20112,4,16156
20124,0,16165
20125,40,16167
20128,12,16149
20131,0,16169
20134,0,16171
20139,45,16188
20144,45,16191
20158,45,16202
20161,11,16202
20164,40,16210
20171,0,16212
20172,0,16215
20185,35,16229
20188,31,16231
20204,35,16248
20208,0,16249
20211,0,16250
20212,0,16251
20214,21,16253
20236,0,16269
20238,12,16270
20239,0,16270
20241,49,16275
20244,0,16276
20247,0,16277
20252,0,16287
20255,5,16291
20256,0,16291
20260,22,16297
20261,30,16297
20263,0,16297
20264,46,16298
20270,31,16314
20274,0,16326
20275,45,16328
20278,11,16328
20281,0,16329
20284,0,16331
20287,0,16332
20290,0,16333
20294,0,16339
20297,32,16340
20299,49,16341
20301,31,16342
20303,0,16343
20305,22,16344
20308,0,16344
20309,45,16346
20317,50,16353
20319,50,16354
20321,50,16356
20323,31,16358
20331,12,16363
20374,0,16389
20376,0,16390
20383,0,16400
20387,0,16401
20390,0,16402
20393,0,16409
20400,11,16412
20403,0,16416
20408,0,16420
20416,50,16426
20417,0,16431
20427,0,16439
20430,0,16440
20431,0,16442
20434,12,16444
20441,46,16451
20442,36,16452
20445,0,16455
20448,0,16456
20451,0,16458
20455,0,16464
20459,37,16466
20462,40,16472
20474,0,16486
20477,0,16488
20485,38,16497
20487,0,16498
20490,0,16500
20494,50,16504
20499,0,16511
20504,4,16516
20506,13,16516
20509,0,16520
20513,0,16525
20518,0,16527
20522,0,16530
20523,22,16532
20526,11,16532
20528,0,16539
20532,11,16539
20537,0,16546
20540,0,16551
20546,0,16556
20549,0,16557
20550,0,16561
20570,0,16570
20576,0,16572
20579,0,16573
20580,46,16575
20588,12,16580
20591,0,16582
20592,6,16583
20597,0,16584
20602,0,16589
20603,51,16590
20611,5,16591
20612,0,16591
20613,49,16592
20615,46,16597
20616,51,16598
20621,13,16515
20622,11,16599
20623,0,16607
20626,0,16608
20629,0,16610
20631,6,16611
20634,11,16614
20641,0,16616
20645,13,16621
20654,0,16625
20657,0,16626
20661,0,16628
20667,0,16633
20671,4,16638
20677,11,16651
20679,0,16674
20683,0,16679
20689,0,16681
20694,0,16684
20698,13,16685
20699,32,16686
20705,11,16687
20708,0,16688
20710,0,16696
20714,0,16697
20719,45,16705
20721,11,16705
20724,13,16707
20727,13,16708
20728,41,16710
20732,0,16711
20733,13,16697
20744,0,16721
20747,0,16722
20753,0,16724
20754,40,16727
20764,0,16731
20767,0,16732
20772,0,16736
20776,13,16740
20819,0,16761
20822,40,16762
20830,13,16764
20832,0,16767
20836,0,16768
20860,0,16786
20865,11,16551
20877,0,16802
20885,0,16804
20908,11,16763
20929,22,16871
20934,11,16873
20937,0,16875
20940,0,16877
20943,0,16878
20946,0,16879
20949,0,16880
20952,0,16882
20961,0,16886
20973,0,16894
20974,22,16895
20977,0,16895
20980,11,16896
20982,0,16897
20993,5,16904
20994,4,16904
20996,40,15603
20998,0,16909
21002,0,16910
21003,0,16914
21005,46,16919
21007,11,16919
21009,21,16920
21011,46,16922
21014,0,16923
21018,5,16927
21019,0,16927
21023,0,16932
21026,0,16933
21030,0,16937
21031,46,16939
21042,0,16956
21046,0,16968
21053,0,16970
21058,13,16974
21064,0,16976
21067,0,16977
21068,0,16979
21072,5,16981
21073,4,16981
21078,11,16975
21079,11,16982
21081,41,16989
21083,0,16991
21088,49,17000
21089,45,17001
21092,0,17006
21095,11,17010
21097,31,17011
21104,5,17013
21105,0,17013
21106,0,17014
21109,31,17016
21110,11,17016
21111,0,17021
21117,11,17022
21123,11,17031
21125,0,17032
21130,41,17037
21133,45,17038
21138,0,17042
21141,41,17043
21152,5,17048
21153,4,17048
21161,11,17049
21162,11,17051
21163,45,17058
21164,11,17058
21165,45,17059
21169,0,17061
21175,13,17070
21183,0,17078
21184,45,17084
21185,11,17084
21186,0,17086
21192,11,17046
21195,0,17100
21198,0,17101
21199,0,17102
21204,5,17107
21205,4,17107
21207,36,17111
21215,11,17115
21226,5,17121
21227,4,17121
21231,0,17123
21234,0,17125
21238,45,17128
21240,11,17128
21244,0,17129
21247,46,17143
21248,40,17146
21255,31,17150
21260,11,17151
21261,40,17152
21269,0,17158
21272,0,17159
21275,0,17160
21276,36,17161
21281,40,17163
21289,0,17169
21295,38,17182
21300,0,17188
21302,0,17191
21314,40,17196
21327,11,17208
21329,56,17209
21331,0,17214
21357,0,17231
21361,28,17237
21362,8,17237
21363,11,17237
21365,49,17240
21366,49,17247
21367,49,17248
21370,12,17249
21372,0,17257
21425,40,17276
21428,40,17277
21446,12,17176
21458,0,17306
21461,0,17307
21466,11,17276
21469,13,17289
21470,0,17322
21478,0,17327
21481,0,17328
21488,0,17336
21492,0,17338
21498,0,17341
21504,11,17337
21506,35,17354
21536,45,17371
21542,0,17372
21556,40,12200
21558,40,17382
21584,0,17400
21591,0,17405
21594,0,17406
21598,0,17409
21610,41,17419
21620,12,17438
21623,12,17439
21632,0,17447
21635,0,17449
21649,41,17461
21655,0,17463
21658,22,17464
21667,0,17468
21676,0,17474
21680,5,17475
21681,4,17475
21685,40,17483
21689,0,17484
21693,38,17487
21695,2,17488
21726,0,17499
21746,38,17512
21751,38,17515
21755,0,17516
21756,38,17517
21760,0,17519
21763,0,17520
21777,0,17530
21781,0,17533
21784,0,17537
21792,0,17546
21798,40,17545
21803,0,17557
21804,0,17558
21809,12,17559
21813,11,17561
21818,5,17563
21833,0,17575
21837,11,17570
21840,9,17579
21843,0,17582
21846,0,17583
21849,0,17584
21857,0,17587
21860,0,17588
21864,11,17590
21868,12,17587
21869,6,17604
21872,0,17605
21877,0,17611
21879,12,17613
21888,13,17615
21894,13,17617
21897,13,17618
21902,13,17622
21906,0,17626
21910,13,17629
21916,13,17631
21919,0,17632
21934,0,17641
21935,46,17642
21944,45,17662
21946,11,17662
21949,45,17664
21951,11,17664
21952,45,17665
21954,11,17665
21955,45,17666
21957,11,17666
21959,40,17671
21972,0,17679
21976,13,17680
21979,0,17682
21982,0,17684
21983,49,17693
21985,13,17693
21999,40,17704
22002,40,17705
22005,49,17710
22037,0,17729
22049,13,17733
22085,38,17760
22093,0,17772
22096,22,17774
22099,0,17774
22102,22,17778
22115,36,17784
22117,44,17789
22119,28,17791
22122,45,17793
22124,11,17793
22127,0,17795
22131,14,17797
22133,26,17798
22136,0,17799
22139,0,17800
22143,40,17809
22157,14,17818
22159,13,17818
22160,30,17817
22161,11,17816
22165,0,17824
22176,12,15696
22183,0,17844
22186,0,17845
22187,0,17847
22197,0,17861
22234,12,17869
22240,0,17902
22247,22,17914
22248,12,17914
22249,0,17916
22253,0,17920
22261,0,17926
22279,13,17935
22280,0,17936
22285,0,17939
22287,0,17940
22291,37,17941
22296,13,17922
22297,49,17950
22298,22,17954
22301,0,17954
22302,0,17957
22305,49,17961
22309,0,17962
22312,0,17963
22316,11,17965
22318,45,17968
22324,0,17980
22327,0,17981
22331,0,17987
22335,0,17988
22338,0,17993
22345,46,18009
22353,11,18041
22355,32,18041
22359,0,18042
22360,11,18043
22363,32,18043
22369,0,18046
22370,0,18049
22376,0,18055
22387,0,18067
22392,0,18072
22395,0,18073
22399,20,18077
22404,0,18092
22407,0,18094
22410,0,18095
22413,0,18096
22419,0,18098
22433,0,18109
22437,0,18112
22447,22,18119
22450,22,18120
22456,12,18122
22457,0,18125
22462,13,18126
22473,45,18131
22476,11,18131
22477,46,18133
22480,0,18134
22481,0,18136
22486,0,18138
22489,0,18139
22492,0,18140
22495,0,18141
22500,45,18146
22502,30,18146
22504,35,18148
22507,0,18151
22510,45,18154
22512,41,18155
22517,0,18159
22520,0,18160
22523,40,18161
22532,40,18166
22547,11,18163
22578,0,18194
22587,22,18197
22590,0,18197
22591,0,18199
22600,49,18204
22606,0,18210
22609,0,18211
22611,4,12484
22614,0,18214
22616,40,18218
22619,11,18221
22622,30,18221
22623,11,18222
22626,30,18222
22631,11,18225
22633,30,18225
22642,0,18230
22645,0,18232
22646,31,18233
22652,0,18243
22656,0,18248
22660,0,18252
22663,0,18256
22672,0,18270
22724,56,18297
22726,41,18298
22732,41,18306
22735,11,18192
22739,25,18318
22744,11,18322
22749,0,18326
22752,0,18327
22753,11,18270
22756,0,18329
22761,38,18335
22767,41,18339
22771,4,18336
22772,22,18342
22775,0,18342
22776,38,18344
22777,38,18345
22780,0,18346
22783,13,18347
22784,46,18348
22786,0,18350
22789,0,18351
22792,0,18352
22798,46,18354
22800,4,18354
22801,41,18355
22807,0,18357
22817,0,18368
22820,0,18374
22823,0,18376
22828,0,18380
22838,13,18383
22842,13,18386
22843,13,18388
22850,13,18393
22855,13,18398
22863,12,18403
22882,0,18418
22886,14,18421
22888,13,18421
22900,45,18428
22901,11,18428
22903,4,18411
22907,5,18433
22909,4,18433
22916,54,18433
22918,12,18433
22928,11,18433
22930,32,18433
22932,30,18433
22934,13,18433
22936,16,18433
22945,37,18433
22946,40,18433
22953,0,18434
22956,9,18437
22957,36,18437
22977,11,18446
22978,11,18447
22979,11,18448
22980,11,18449
22984,11,18450
22987,12,18457
22991,0,18458
22994,0,18459
22999,36,18466
23012,12,18467
23013,11,18468
23028,11,18487
23031,0,18494
23032,0,18496
23034,49,18497
23035,0,18498
23039,0,18505
23042,0,18506
23046,0,18510
23051,45,18517
23056,0,18525
23060,0,18529
23069,0,18537
23091,11,18547
23092,50,18549
23106,11,18550
23113,11,18563
23126,50,18570
23130,0,18575
23131,0,18576
23134,45,18577
23135,11,18577
23137,5,18579
23138,4,18579
23139,11,18580
23146,30,18584
23151,0,18595
23154,0,18601
23161,9,18608
23163,11,18612
23168,40,18613
23169,38,18615
23171,0,18617
23175,0,18618
23178,0,18619
23179,0,18620
23184,0,18621
23189,0,18626
23190,24,18627
23191,12,18627
23192,26,18629
23194,4,18635
23199,4,18636
23200,11,18595
23201,0,18640
23206,0,18642
23209,0,18644
23220,38,18658
23228,49,18665
23233,12,18669
23236,0,18673
23265,12,18702
23287,0,18721
23291,11,18721
23294,0,18727
23300,0,18734
23307,0,18738
23314,0,18745
