id,id_setor,id_doc
2324,16,1547
2331,0,1551
2338,0,1554
2351,0,1561
2359,11,1565
2371,0,1572
2372,0,1573
2376,0,1574
2385,0,1587
2386,11,1584
2387,0,1591
2390,20,1595
2419,0,1628
2422,0,1630
2425,20,1631
2428,20,1633
2440,0,1642
2451,0,1650
2453,45,1651
2462,0,1660
2467,38,1663
2476,20,1671
2486,13,1687
2489,20,1694
2493,0,1695
2494,20,1696
2506,0,1710
2507,0,1714
2513,0,1725
2518,0,1768
2523,0,1770
2526,0,1771
2528,16,1774
2542,0,1778
2543,20,1779
2547,45,1781
2548,0,1782
2551,4,1783
2557,0,1787
2560,0,1788
2563,20,1794
2565,20,1795
2567,20,1796
2572,20,1798
2574,20,1799
2576,20,1800
2578,20,1801
2586,20,1810
2588,20,1811
2590,0,1815
2596,0,1831
2600,27,1833
2601,10,1833
2602,26,1836
2608,0,1838
2611,0,1840
2614,0,1841
2618,30,1847
2623,0,1849
2629,0,1859
2634,13,1860
2637,0,1863
2645,0,1868
2648,2,1869
2650,10,1870
2651,2,1870
2658,0,1874
2663,0,1881
2668,0,1886
2672,0,1889
2675,11,1888
2676,20,1891
2680,49,1893
2681,40,1895
2688,0,1910
2691,0,1913
2698,0,1917
2700,11,1916
2701,20,1925
2705,0,1927
2706,38,1928
2710,0,1934
2716,0,1944
2721,22,1950
2737,14,1957
2739,13,1957
2740,0,1959
2748,0,1962
2756,8,1966
2762,0,1969
2765,0,1972
2766,20,1975
2775,20,1982
2779,0,1989
2782,8,1996
2785,0,1998
2787,0,1999
2792,0,2001
2794,4,2003
2805,0,2011
2808,36,2013
2811,0,2017
2814,49,2019
2819,0,2021
2831,38,2047
2835,0,2049
2839,21,2055
2842,20,2056
2846,13,2057
2847,11,2062
2849,0,2064
2857,0,2070
2869,30,2088
2878,13,2099
2882,11,2101
2886,0,2102
2894,0,2113
2895,0,2115
2900,22,2128
2901,20,2129
2921,19,2150
2925,0,2153
2929,0,2161
2940,11,2173
2942,20,2180
2944,11,2181
2946,20,2184
2950,0,2186
2953,0,2188
2955,53,2194
2959,0,2195
2962,0,2196
2965,0,2197
2968,0,2199
2971,0,2200
2975,0,2203
2981,0,2210
2984,0,2223
2989,0,2225
2992,0,2226
3013,0,2241
3016,0,2242
3019,45,2249
3022,0,2251
3025,0,2252
3028,0,2253
3032,0,2255
3035,0,2260
3041,0,2263
3052,0,2268
3058,0,2275
3061,0,2277
3066,0,2281
3069,0,2283
3072,0,2285
3073,0,2288
3076,0,2289
3081,0,2292
3086,0,2293
3089,0,2294
3092,0,2295
3095,0,2296
3098,0,2297
3101,0,2298
3110,0,2305
3111,28,2306
3113,49,2313
3114,11,2088
3115,2,2088
3116,19,2318
3127,0,2330
3128,0,2334
3133,51,2342
3138,0,2349
3141,0,2351
3144,0,2353
3147,0,2354
3148,21,2357
3150,21,2358
3154,0,2359
3155,30,2360
3161,0,2366
3164,20,2367
